"1"	5
"10"	187
"100"	7
"1000"	30
"1001"	40
"1002"	44
"1003"	84
"1004"	73
"1005"	45
"1006"	18
"1007"	15
"1008"	8
"1009"	21
"101"	7
"1010"	14
"1011"	231
"1012"	11
"1013"	30
"1014"	86
"1015"	21
"1016"	11
"1017"	39
"1018"	25
"1019"	10
"102"	29
"1020"	8
"1021"	39
"1022"	33
"1023"	90
"1024"	21
"1025"	15
"1026"	51
"1027"	17
"1028"	4
"1029"	152
"103"	9
"1030"	27
"1031"	49
"1032"	26
"1033"	15
"1034"	16
"1035"	5
"1036"	69
"1037"	11
"1038"	27
"1039"	68
"104"	4
"1040"	19
"1041"	12
"1042"	6
"1043"	38
"1044"	73
"1045"	126
"1046"	29
"1047"	23
"1048"	22
"1049"	10
"105"	14
"1050"	23
"1051"	21
"1052"	48
"1053"	31
"1054"	64
"1055"	10
"1056"	30
"1057"	28
"1058"	18
"1059"	24
"106"	55
"1060"	15
"1061"	38
"1062"	337
"1063"	234
"1064"	9
"1065"	111
"1066"	6
"1067"	12
"1068"	28
"1069"	53
"107"	93
"1070"	53
"1071"	114
"1072"	11
"1073"	1
"1074"	21
"1075"	11
"1076"	9
"1077"	246
"1078"	10
"1079"	14
"108"	166
"1080"	36
"1081"	8
"1082"	108
"1083"	8
"1084"	263
"1085"	13
"1086"	13
"1087"	43
"1088"	139
"1089"	0
"109"	8
"1090"	4
"1091"	20
"1092"	78
"1093"	17
"1094"	38
"1095"	17
"1096"	28
"1097"	235
"1098"	13
"1099"	25
"11"	48
"110"	49
"1100"	60
"1101"	3
"1102"	10
"1103"	80
"1104"	5
"1105"	9
"1106"	14
"1107"	12
"1108"	12
"1109"	26
"111"	128
"1110"	6
"1111"	26
"1112"	6
"1113"	2
"1114"	18
"1115"	86
"1116"	138
"1117"	11
"1118"	183
"1119"	6
"112"	16
"1120"	16
"1121"	66
"1122"	9
"1123"	22
"1124"	23
"1125"	36
"1126"	3
"1127"	1045
"1128"	39
"1129"	89
"113"	3
"1130"	54
"1131"	87
"1132"	30
"1133"	19
"1134"	10
"1135"	32
"1136"	19
"1137"	6
"1138"	12
"1139"	16
"114"	20
"1140"	20
"1141"	5
"1142"	39
"1143"	8
"1144"	29
"1145"	35
"1146"	54
"1147"	55
"1148"	30
"1149"	13
"115"	20
"1150"	13
"1151"	26
"1152"	39
"1153"	2
"1154"	6
"1155"	253
"1156"	48
"1157"	11
"1158"	84
"1159"	11
"116"	83
"1160"	13
"1161"	88
"1162"	15
"1163"	28
"1164"	26
"1165"	539
"1166"	39
"1167"	1
"1168"	23
"1169"	22
"117"	28
"1170"	6
"1171"	2
"1172"	65
"1173"	8
"1174"	4
"1175"	126
"1176"	13
"1177"	206
"1178"	70
"1179"	35
"118"	18
"1180"	11
"1181"	10
"1182"	29
"1183"	10
"1184"	40
"1185"	10
"1186"	25
"1187"	68
"1188"	201
"1189"	136
"119"	5
"1190"	12
"1191"	144
"1192"	9
"1193"	3
"1194"	119
"1195"	140
"1196"	200
"1197"	211
"1198"	59
"1199"	19
"12"	6
"120"	14
