"1122"	1
"1130"	1
"1156"	1
"1201"	1
"1235"	1
"1236"	1
"1309"	1
"1310"	1
"1320"	1
"1325"	1
"1329"	1
"1339"	1
"1340"	1
"1341"	1
"1343"	1
"1348"	1
"1349"	1
"1352"	1
"1363"	1
"1364"	1
"1366"	1
"1373"	1
"1414"	1
"1447"	1
"1452"	1
"1453"	1
"1457"	1
"1458"	1
"1460"	1
"1461"	1
"1476"	1
"1482"	1
"1486"	1
"1492"	1
"1493"	1
"1494"	1
"1498"	1
"1505"	1
"1507"	1
"1510"	1
"1515"	1
"1520"	1
"1525"	1
"1526"	1
"1533"	1
"1536"	1
"1543"	1
"1546"	1
"1548"	1
"1557"	1
"1559"	1
"1561"	1
"1562"	1
"1563"	1
"1564"	1
"1565"	1
"1566"	1
"1567"	1
"1568"	1
"1569"	1
"1570"	1
"1571"	1
"1572"	1
"1574"	1
"1575"	1
"1576"	1
"1577"	1
"1579"	1
"1580"	1
"1581"	1
"1582"	1
"1583"	1
"1584"	1
"1586"	1
"1587"	1
"1593"	1
"1595"	1
"1596"	1
"1599"	1
"1601"	1
"1603"	1
"1604"	1
"1606"	1
"1613"	1
"1614"	1
"1616"	1
"1618"	1
"1619"	1
"1621"	1
"1624"	1
"1625"	1
"1626"	1
"1627"	1
"1630"	1
"1632"	1
"1633"	1
"1634"	1
"1635"	1
"1636"	1
"1637"	1
"1638"	1
"1640"	1
"1641"	1
"1645"	1
"1647"	1
"1648"	1
"1649"	1
"1650"	1
"1651"	1
"1653"	1
"1654"	1
"1655"	1
"1657"	1
"1659"	1
"1660"	1
"1661"	1
"1663"	1
"1665"	1
"1666"	1
"1667"	1
"1668"	1
"1669"	1
"1670"	1
"1671"	1
"1673"	1
"1674"	1
"1675"	1
"1676"	1
"1677"	1
"1678"	1
"1679"	1
"1680"	1
"1681"	1
"1682"	1
"599"	1
"677"	1
"711"	1
"814"	1
"830"	1
"852"	1
"857"	1
"1080"	2
"1290"	2
"1304"	2
"1306"	2
"1307"	2
"1308"	2
"1321"	2
"1332"	2
"1334"	2
"1342"	2
"1345"	2
"1350"	2
"1354"	2
"1358"	2
"1359"	2
"1360"	2
"1362"	2
"1365"	2
"1371"	2
"1374"	2
"1390"	2
"1398"	2
"1417"	2
"1433"	2
"1436"	2
"1450"	2
"1455"	2
"1467"	2
"1472"	2
"1477"	2
"1481"	2
"1491"	2
"1497"	2
"1500"	2
"1502"	2
"1519"	2
"1523"	2
"1532"	2
"1541"	2
"1542"	2
"1547"	2
"1549"	2
"1550"	2
"1551"	2
"1554"	2
"1556"	2
"1573"	2
"1578"	2
"1585"	2
"1588"	2
"1590"	2
"1594"	2
"1611"	2
"1617"	2
"1629"	2
"1631"	2
"1642"	2
"1644"	2
"1646"	2
"1656"	2
"1662"	2
"1672"	2
"600"	2
"784"	2
"897"	2
"907"	2
"913"	2
"957"	2
"1027"	3
"1096"	3
"1123"	3
"1144"	3
"1146"	3
"1155"	3
"1186"	3
"1189"	3
"1191"	3
"1196"	3
"1256"	3
"1292"	3
"1293"	3
"1318"	3
"1323"	3
"1327"	3
"1351"	3
"1356"	3
"1357"	3
"1361"	3
"1370"	3
"1372"	3
"1384"	3
"1387"	3
"1389"	3
"1391"	3
"1408"	3
"1418"	3
"1420"	3
"1424"	3
"1430"	3
"1432"	3
"1448"	3
"1463"	3
"1464"	3
"1465"	3
"1484"	3
"1490"	3
"1504"	3
"1506"	3
"1508"	3
"1513"	3
"1516"	3
"1528"	3
"1538"	3
"1544"	3
"1552"	3
"1602"	3
"1607"	3
"1609"	3
"1610"	3
"1622"	3
"1623"	3
"1639"	3
"1652"	3
"1658"	3
"788"	3
"817"	3
"858"	3
"861"	3
"1026"	4
"1064"	4
"1104"	4
"1106"	4
"1125"	4
"1158"	4
"119"	4
"1223"	4
"1257"	4
"1259"	4
"1260"	4
"1261"	4
"1275"	4
"1317"	4
"1319"	4
"1330"	4
"1331"	4
"1338"	4
"1347"	4
"1369"	4
"1377"	4
"1382"	4
"1402"	4
"1403"	4
"1410"	4
"1422"	4
"1423"	4
"1429"	4
"1443"	4
"1445"	4
"1485"	4
"1488"	4
"1499"	4
"1521"	4
"1535"	4
"1537"	4
"1539"	4
"1545"	4
"1553"	4
"1560"	4
"1589"	4
"1600"	4
"1605"	4
"1608"	4
"1612"	4
"1628"	4
"1643"	4
"1664"	4
"442"	4
"598"	4
"626"	4
"643"	4
"757"	4
"777"	4
"822"	4
"838"	4
"839"	4
"850"	4
"851"	4
"910"	4
"911"	4
"973"	4
"987"	4
"992"	4
"104"	5
"1108"	5
"1138"	5
"1162"	5
"1175"	5
"1242"	5
"1272"	5
"1301"	5
"1302"	5
"1324"	5
"1333"	5
"1344"	5
"1346"	5
"1353"	5
"1367"	5
"1378"	5
"1385"	5
"1392"	5
"1396"	5
"1397"	5
"1406"	5
"1416"	5
"1427"	5
"1431"	5
"1438"	5
"1440"	5
"1442"	5
"1470"	5
"1487"	5
"1489"	5
"1495"	5
"1496"	5
"1501"	5
"1509"	5
"1511"	5
"1517"	5
"1529"	5
"1530"	5
"1555"	5
"1592"	5
"1597"	5
"247"	5
"314"	5
"437"	5
"439"	5
"594"	5
"666"	5
"75"	5
"799"	5
"868"	5
"920"	5
"1083"	6
"1164"	6
"1205"	6
"1212"	6
"1213"	6
"1216"	6
"1233"	6
"1237"	6
"1241"	6
"1247"	6
"1250"	6
"1287"	6
"1322"	6
"1326"	6
"1328"	6
"1355"	6
"1368"	6
"1380"	6
"1383"	6
"1386"	6
"1388"	6
"1395"	6
"1405"	6
"1412"	6
"1454"	6
"1466"	6
"1468"	6
"1474"	6
"1512"	6
"1534"	6
"1591"	6
"1598"	6
"296"	6
"438"	6
"668"	6
"706"	6
"867"	6
"891"	6
"927"	6
"1031"	7
"1072"	7
"1075"	7
"1102"	7
"1111"	7
"1151"	7
"1173"	7
"1177"	7
"1198"	7
"1200"	7
"1243"	7
"1246"	7
"1253"	7
"1264"	7
"1270"	7
"1271"	7
"1288"	7
"1289"	7
"1294"	7
"1295"	7
"1305"	7
"1312"	7
"1316"	7
"1376"	7
"1379"	7
"1394"	7
"1399"	7
"1409"	7
"1435"	7
"1441"	7
"1456"	7
"1459"	7
"1462"	7
"1514"	7
"1522"	7
"1527"	7
"1531"	7
"1558"	7
"34"	7
"74"	7
"884"	7
"917"	7
"935"	7
"994"	7
"1002"	8
"1003"	8
"1043"	8
"1077"	8
"1081"	8
"1082"	8
"1100"	8
"1174"	8
"1202"	8
"1227"	8
"1234"	8
"1238"	8
"1251"	8
"1255"	8
"1262"	8
"1276"	8
"1299"	8
"1381"	8
"1413"	8
"1426"	8
"1439"	8
"1449"	8
"1475"	8
"1479"	8
"1524"	8
"37"	8
"804"	8
"918"	8
"970"	8
"981"	8
"1004"	9
"113"	9
"1141"	9
"1145"	9
"1148"	9
"1150"	9
"1179"	9
"1214"	9
"1252"	9
"1279"	9
"1282"	9
"1298"	9
"1300"	9
"1337"	9
"1393"	9
"1415"	9
"1437"	9
"1471"	9
"1473"	9
"1620"	9
"267"	9
"446"	9
"592"	9
"766"	9
"776"	9
"798"	9
"803"	9
"807"	9
"848"	9
"870"	9
"899"	9
"912"	9
"964"	9
"1000"	10
"1055"	10
"1056"	10
"1087"	10
"1114"	10
"1169"	10
"1180"	10
"1181"	10
"1184"	10
"1193"	10
"1268"	10
"1269"	10
"1336"	10
"1375"	10
"1400"	10
"1425"	10
"1434"	10
"146"	10
"1503"	10
"1540"	10
"1615"	10
"18"	10
"360"	10
"361"	10
"390"	10
"536"	10
"555"	10
"698"	10
"701"	10
"782"	10
"791"	10
"793"	10
"999"	10
"1085"	11
"1127"	11
"1159"	11
"1167"	11
"1190"	11
"1195"	11
"1254"	11
"1274"	11
"1314"	11
"1335"	11
"1421"	11
"1480"	11
"341"	11
"35"	11
"374"	11
"621"	11
"759"	11
"767"	11
"914"	11
"954"	11
"1015"	12
"1062"	12
"1068"	12
"1076"	12
"1092"	12
"1094"	12
"1124"	12
"1154"	12
